path,file_name,name,type,section,country_or_region,country_or_region_name,misc_category,width,height,size_bytes,raw_url,github_url
misc/dazn-custom/dazn-15-hd-alternate.png,dazn-15-hd-alternate.png,dazn-15-hd-alternate,misc,misc,,,dazn-custom,500,500,19557,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-15-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-15-hd-alternate.png
misc/dazn-custom/dazn-15.png,dazn-15.png,dazn-15,misc,misc,,,dazn-custom,500,500,18380,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-15.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-15.png
misc/dazn-custom/dazn-16-hd-alternate.png,dazn-16-hd-alternate.png,dazn-16-hd-alternate,misc,misc,,,dazn-custom,500,500,21095,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-16-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-16-hd-alternate.png
misc/dazn-custom/dazn-16.png,dazn-16.png,dazn-16,misc,misc,,,dazn-custom,500,500,19907,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-16.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-16.png
misc/dazn-custom/dazn-17-hd-alternate.png,dazn-17-hd-alternate.png,dazn-17-hd-alternate,misc,misc,,,dazn-custom,500,500,18228,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-17-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-17-hd-alternate.png
misc/dazn-custom/dazn-17.png,dazn-17.png,dazn-17,misc,misc,,,dazn-custom,500,500,16844,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-17.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-17.png
misc/dazn-custom/dazn-18-hd-alternate.png,dazn-18-hd-alternate.png,dazn-18-hd-alternate,misc,misc,,,dazn-custom,500,500,21440,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-18-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-18-hd-alternate.png
misc/dazn-custom/dazn-18.png,dazn-18.png,dazn-18,misc,misc,,,dazn-custom,500,500,20372,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-18.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-18.png
misc/dazn-custom/dazn-19-hd-alternate.png,dazn-19-hd-alternate.png,dazn-19-hd-alternate,misc,misc,,,dazn-custom,500,500,21321,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-19-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-19-hd-alternate.png
misc/dazn-custom/dazn-19.png,dazn-19.png,dazn-19,misc,misc,,,dazn-custom,500,500,20153,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-19.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-19.png
misc/dazn-custom/dazn-2-hd-alternate.png,dazn-2-hd-alternate.png,dazn-2-hd-alternate,misc,misc,,,dazn-custom,500,500,19109,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-2-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-2-hd-alternate.png
misc/dazn-custom/dazn-2.png,dazn-2.png,dazn-2,misc,misc,,,dazn-custom,500,500,17787,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-2.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-2.png
misc/dazn-custom/dazn-20-hd-alternate.png,dazn-20-hd-alternate.png,dazn-20-hd-alternate,misc,misc,,,dazn-custom,500,500,22935,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-20-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-20-hd-alternate.png
misc/dazn-custom/dazn-20.png,dazn-20.png,dazn-20,misc,misc,,,dazn-custom,500,500,22347,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-20.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-20.png
misc/dazn-custom/dazn-21-hd-alternate.png,dazn-21-hd-alternate.png,dazn-21-hd-alternate,misc,misc,,,dazn-custom,500,500,19738,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-21-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-21-hd-alternate.png
misc/dazn-custom/dazn-21.png,dazn-21.png,dazn-21,misc,misc,,,dazn-custom,500,500,18533,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-21.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-21.png
misc/dazn-custom/dazn-22-hd-alternate.png,dazn-22-hd-alternate.png,dazn-22-hd-alternate,misc,misc,,,dazn-custom,500,500,22025,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-22-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-22-hd-alternate.png
misc/dazn-custom/dazn-22.png,dazn-22.png,dazn-22,misc,misc,,,dazn-custom,500,500,20867,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-22.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-22.png
misc/dazn-custom/dazn-23-hd-alternate.png,dazn-23-hd-alternate.png,dazn-23-hd-alternate,misc,misc,,,dazn-custom,500,500,23172,https://raw.githubusercontent.com/ArcticMunkee/Remote3-TV-Logo-Project/main/misc/dazn-custom/dazn-23-hd-alternate.png,https://github.com/ArcticMunkee/Remote3-TV-Logo-Project/blob/main/misc/dazn-custom/dazn-23-hd-alternate.png
